,Ngày,Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Giá/m2
33481,2020-07-15,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,6,5 phòng,54 m²,NaN,3 m,"87,96 triệu/m²"
33482,2020-07-15,"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,NaN,NaN,70 triệu/m²
33483,2020-07-15,"Đường Chương Dương Độ, Phường Chương Dương, Quận Hoàn Kiếm, Hà Nội",Quận Hoàn Kiếm,Phường Chương Dương,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3 phòng,50 m²,NaN,NaN,110 triệu/m²
33484,2020-07-15,"Đường Văn La, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,55 m²,11 m,5 m,"98,18 triệu/m²"
33485,2020-07-15,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,45 m²,NaN,4 m,120 triệu/m²
33486,2020-07-15,"Đường Ngọc Khánh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Ngọc Khánh,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,36 m²,9 m,4 m,"80,56 triệu/m²"
33487,2020-07-15,"Đường Khu tập thể Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Thành Công,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,59 m²,9 m,6 m,"65,25 triệu/m²"
33488,2020-07-15,"Đường Trần Điền, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,NaN,1 phòng,120 m²,NaN,6 m,"91,67 triệu/m²"
33489,2020-07-15,"Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,35 m²,NaN,NaN,"50,86 triệu/m²"
33490,2020-07-15,"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,37 m²,NaN,NaN,"66,22 triệu/m²"
33491,2020-07-15,"bằng liệt, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Thanh Liệt,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,40 m²,NaN,NaN,"57,5 triệu/m²"
33492,2020-07-15,"Đường Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,43 m²,NaN,5 m,"127,91 triệu/m²"
33493,2020-07-15,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,54 m²,NaN,NaN,"67,59 triệu/m²"
33494,2020-07-15,"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mễ Trì,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,78 m²,NaN,NaN,"83,33 triệu/m²"
33495,2020-07-15,"Thôn Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",Huyện Hoài Đức,Xã Kim Chung,"Nhà ngõ, hẻm",Đã có sổ,NaN,1 phòng,50 m²,10 m,4 m,"33,4 triệu/m²"
33496,2020-07-15,"Đường Lương Thế Vinh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,6,4 phòng,50 m²,NaN,3 m,88 triệu/m²
33497,2020-07-15,"Đường Quốc Tử Giám, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,23 m²,3 m,7 m,"115,22 triệu/m²"
33498,2020-07-15,"Đường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thổ Quan,"Nhà ngõ, hẻm",NaN,NaN,6 phòng,36 m²,NaN,NaN,"97,22 triệu/m²"
33499,2020-07-15,"Đường Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,45 m²,NaN,NaN,80 triệu/m²
33500,2020-07-15,"Đường Lương Thế Vinh, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,34 m²,NaN,NaN,"79,41 triệu/m²"
33501,2020-07-15,"Đường Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,42 m²,NaN,NaN,125 triệu/m²
33502,2020-07-15,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,3,6 phòng,75 m²,14 m,5 m,"86,67 triệu/m²"
33503,2020-07-15,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,NaN,25 m²,NaN,NaN,240 triệu/m²
33504,2020-07-15,"Đường Phúc Xá, Phường Phúc Xá, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Phúc Xá,"Nhà ngõ, hẻm",Đã có sổ,3,4 phòng,50 m²,13 m,3.3 m,103 triệu/m²
33505,2020-07-15,"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Vĩnh Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,5 phòng,43 m²,NaN,NaN,"174,42 triệu/m²"
33506,2020-07-15,"Đường Yên Lãng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,6,4 phòng,36 m²,NaN,4 m,94.166 đ/m²
33507,2020-07-15,"Đường Quan Hoa, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,48 m²,NaN,NaN,175 triệu/m²
33508,2020-07-15,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Trung Văn,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,54 m²,NaN,3 m,"84,26 triệu/m²"
33509,2020-07-15,"Đường Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,47 m²,NaN,5 m,"97,87 triệu/m²"
33510,2020-07-15,"Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,6,3 phòng,33 m²,NaN,3 m,"103,03 triệu/m²"
33511,2020-07-15,"Đường Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",NaN,NaN,6 phòng,50 m²,NaN,NaN,126 triệu/m²
33512,2020-07-15,"Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,19 m²,NaN,NaN,"152,63 triệu/m²"
33513,2020-07-15,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,52 m²,NaN,6 m,"69,23 triệu/m²"
33514,2020-07-15,"Đường Đền Lừ 1, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,NaN,6 phòng,48 m²,9 m,4 m,"68,33 triệu/m²"
33515,2020-07-15,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,42 m²,NaN,NaN,"61,9 triệu/m²"
33516,2020-07-15,"Đường Hoàng Văn Thụ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,68 m²,NaN,NaN,"54,41 triệu/m²"
33517,2020-07-15,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,60 m²,NaN,NaN,"56,67 triệu/m²"
33518,2020-07-15,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,35 m²,NaN,NaN,80.000 đ/m²
33519,2020-07-15,"Đường Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,40 m²,NaN,5 m,"98,75 triệu/m²"
33520,2020-07-15,"Đường Tô Vĩnh Diện, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,32 m²,NaN,NaN,"101,56 triệu/m²"
33521,2020-07-15,"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,42 m²,NaN,NaN,"82,14 triệu/m²"
33522,2020-07-15,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,38 m²,12 m,3 m,"89,47 triệu/m²"
33523,2020-07-15,"Đường Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bách Khoa,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,38 m²,10 m,3 m,"73,68 triệu/m²"
33524,2020-07-15,"Đường Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,NaN,6 phòng,38 m²,NaN,NaN,"105,26 triệu/m²"
33525,2020-07-15,"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",NaN,NaN,1 phòng,40 m²,NaN,NaN,32 triệu/m²
33526,2020-07-15,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,40 m²,NaN,NaN,85 triệu/m²
33527,2020-07-15,"Đường Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đống Mác,Nhà phố liền kề,Đã có sổ,4,2 phòng,75 m²,20 m,3 m,"170,67 triệu/m²"
33528,2020-07-15,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,6,10 phòng,65 m²,15 m,4 m,"110,77 triệu/m²"
33529,2020-07-15,"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,55 m²,NaN,8 m,"58,18 triệu/m²"
33530,2020-07-15,"Đường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thổ Quan,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,65 m²,NaN,NaN,"106,15 triệu/m²"
33531,2020-07-15,"Đường Nguyễn Văn Linh, Phường Phúc Đồng, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Phúc Đồng,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,38 m²,NaN,NaN,"65,79 triệu/m²"
33532,2020-07-15,"Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,72 m²,NaN,5 m,"62,5 triệu/m²"
33533,2020-07-15,"Đường Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,52 m²,NaN,NaN,"80,77 triệu/m²"
33534,2020-07-15,"398893, Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Phú Đô,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,35 m²,10 m,3 m,"82,86 triệu/m²"
33535,2020-07-15,"Đường Vương Thừa Vũ, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,25 m²,NaN,NaN,"107,8 triệu/m²"
33536,2020-07-15,"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,41 m²,NaN,NaN,"65,85 triệu/m²"
33537,2020-07-15,"Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Giảng Võ,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,35 m²,NaN,4 m,"228,57 triệu/m²"
33538,2020-07-15,"Đường Tư Đình, Phường Long Biên, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,3 phòng,30 m²,NaN,NaN,"83,33 triệu/m²"
33539,2020-07-15,"Đường Cự Lộc, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thượng Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,3 phòng,57 m²,NaN,7 m,"157,89 triệu/m²"
33540,2020-07-15,"Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",NaN,5,3 phòng,38 m²,NaN,NaN,"86,84 triệu/m²"
33541,2020-07-15,"Đường Nhân Hòa, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,34 m²,NaN,NaN,"102,94 triệu/m²"
33542,2020-07-15,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,50 m²,NaN,NaN,77 triệu/m²
33543,2020-07-15,"Đường An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Phú Thượng,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,120 m²,NaN,NaN,"66,67 triệu/m²"
33544,2020-07-15,"Đường Đặng Văn Ngữ, Phường Phương Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,22 m²,5 m,5 m,75 triệu/m²
33545,2020-07-15,"Đường Quan Nhân, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,35 m²,NaN,NaN,"80,57 triệu/m²"
33546,2020-07-15,"Đường Nguyễn Văn Giáp, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Cầu Diễn,"Nhà mặt phố, mặt tiền",NaN,NaN,8 phòng,45 m²,11 m,38 m,"108,89 triệu/m²"
33547,2020-07-15,"Đường Đông Quan, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà mặt phố, mặt tiền",NaN,NaN,nhiều hơn 10 phòng,298 m²,24 m,12 m,"204,7 triệu/m²"
33548,2020-07-15,"Đường Cự Lộc, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,40 m²,NaN,NaN,"77,5 triệu/m²"
33549,2020-07-15,"Đường Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,7 phòng,65 m²,NaN,3 m,"112,31 triệu/m²"
33550,2020-07-15,"Đường Đào Tấn, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Ngọc Khánh,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,25 m²,NaN,NaN,100 triệu/m²
33551,2020-07-15,"Đường Thái Thịnh 1, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thịnh Quang,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,60 m²,NaN,NaN,"78,67 triệu/m²"
33552,2020-07-15,"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,1,1 phòng,35 m²,10 m,3 m,"111,43 triệu/m²"
33553,2020-07-15,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5 phòng,29 m²,5 m,7 m,"87,93 triệu/m²"
33554,2020-07-15,"Đường Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,60 m²,10 m,6 m,"64,17 triệu/m²"
33555,2020-07-15,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,58 m²,NaN,NaN,"61,21 triệu/m²"
33556,2020-07-15,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,38 m²,9 m,4 m,"92,11 triệu/m²"
33557,2020-07-15,"Đường Hoà Bình 7, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,55 m²,NaN,NaN,"66,36 triệu/m²"
33558,2020-07-15,"Đường Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,20 m²,7 m,3 m,"97,5 triệu/m²"
33559,2020-07-15,"Đường Cầu Giấy, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,66 m²,NaN,4 m,"89,39 triệu/m²"
33560,2020-07-15,"Đường Hòe Nhai, Phường Quán Thánh, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Quán Thánh,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2 phòng,49 m²,NaN,4 m,"363,27 triệu/m²"
33561,2020-07-15,"Đường Lê Đức Thọ, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Phú Đô,"Nhà ngõ, hẻm",NaN,NaN,5 phòng,29 m²,9 m,3 m,"75,86 triệu/m²"
33562,2020-07-15,"Đường Xuân Thủy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,50 m²,NaN,4 m,86 triệu/m²
33563,2020-07-15,"Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",NaN,NaN,5 phòng,57 m²,15 m,4 m,"91,23 triệu/m²"
33564,2020-07-15,"Đường Nguyễn Đình Hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,62 m²,13 m,5 m,"258,06 triệu/m²"
33565,2020-07-15,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,52 m²,NaN,4 m,"113,46 triệu/m²"
33566,2020-07-15,"Đường Trần Đăng Ninh, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,6,4 phòng,42 m²,NaN,4 m,"127,38 triệu/m²"
33567,2020-07-15,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,40 m²,NaN,NaN,"77,5 triệu/m²"
33568,2020-07-15,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,34 m²,9 m,4 m,"66,47 triệu/m²"
33569,2020-07-15,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,81 m²,NaN,NaN,"101,23 triệu/m²"
33570,2020-07-15,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà mặt phố, mặt tiền",NaN,NaN,6 phòng,45 m²,NaN,10 m,"302,22 triệu/m²"
33571,2020-07-15,"Đường Chiến Thắng, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tân Triều,"Nhà mặt phố, mặt tiền",NaN,NaN,1 phòng,40 m²,NaN,NaN,85 triệu/m²
33572,2020-07-15,"Đường Lạc Long Quân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,45 m²,9 m,5 m,80 triệu/m²
33573,2020-07-15,"Đường Võ Chí Công, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,1,2 phòng,34 m²,NaN,NaN,"66,18 triệu/m²"
33574,2020-07-15,"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà mặt phố, mặt tiền",NaN,NaN,2 phòng,45 m²,NaN,NaN,"111,11 triệu/m²"
33575,2020-07-15,"Đường Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,NaN,NaN,"87,78 triệu/m²"
33576,2020-07-15,"Đường Hà Cầu, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,6,5 phòng,43 m²,12 m,4 m,"118,6 triệu/m²"
33577,2020-07-15,"Đường Kim Ngưu, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,45 m²,9 m,5 m,"58,89 triệu/m²"
33578,2020-07-15,"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Lâm,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,40 m²,NaN,NaN,"59,5 triệu/m²"
33579,2020-07-15,"Đường Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Bồ Đề,Nhà phố liền kề,NaN,NaN,5 phòng,6 m²,NaN,NaN,700 triệu/m²
33580,2020-07-15,"Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,6 phòng,45 m²,NaN,5 m,130 triệu/m²
